v2	Ix(U1:DRAIN)	Ix(U5:VDD)	Ix(U6:VDD)	Ix(U7:VDD)	Ix(U8:VDD)	Ix(U9:VDD)
1.410000000000001e+000	3.502138e-007	-7.123244e-007	-3.502126e-007	-1.429487e-006	-2.843809e-006	-5.608801e-006
1.420000000000001e+000	3.593388e-007	-7.306364e-007	-3.593377e-007	-1.465836e-006	-2.915246e-006	-5.747713e-006
1.430000000000001e+000	3.685802e-007	-7.491750e-007	-3.685791e-007	-1.502622e-006	-2.987513e-006	-5.888178e-006
1.440000000000001e+000	3.779377e-007	-7.679396e-007	-3.779365e-007	-1.539844e-006	-3.060607e-006	-6.030187e-006
1.450000000000001e+000	3.874110e-007	-7.869297e-007	-3.874099e-007	-1.577500e-006	-3.134523e-006	-6.173735e-006
1.460000000000001e+000	3.970001e-007	-8.061448e-007	-3.969989e-007	-1.615588e-006	-3.209261e-006	-6.318813e-006
1.470000000000001e+000	4.067046e-007	-8.255843e-007	-4.067034e-007	-1.654108e-006	-3.284816e-006	-6.465415e-006
1.480000000000001e+000	4.165244e-007	-8.452475e-007	-4.165232e-007	-1.693058e-006	-3.361185e-006	-6.613534e-006
1.490000000000001e+000	4.264592e-007	-8.651342e-007	-4.264580e-007	-1.732437e-006	-3.438365e-006	-6.763163e-006
1.500000000000001e+000	4.365089e-007	-8.852435e-007	-4.365077e-007	-1.772244e-006	-3.516353e-006	-6.914294e-006
1.510000000000001e+000	4.466733e-007	-9.055751e-007	-4.466721e-007	-1.812476e-006	-3.595146e-006	-7.066921e-006
1.520000000000001e+000	4.569521e-007	-9.261283e-007	-4.569509e-007	-1.853133e-006	-3.674741e-006	-7.221037e-006
1.530000000000001e+000	4.673451e-007	-9.469026e-007	-4.673439e-007	-1.894213e-006	-3.755135e-006	-7.376635e-006
1.540000000000001e+000	4.778522e-007	-9.678973e-007	-4.778509e-007	-1.935715e-006	-3.836325e-006	-7.533707e-006
1.550000000000001e+000	4.884729e-007	-9.891122e-007	-4.884718e-007	-1.977638e-006	-3.918307e-006	-7.692247e-006
1.560000000000001e+000	4.992074e-007	-1.010546e-006	-4.992062e-007	-2.019980e-006	-4.001080e-006	-7.852248e-006
1.570000000000001e+000	5.100551e-007	-1.032199e-006	-5.100540e-007	-2.062741e-006	-4.084639e-006	-8.013703e-006
