v2	Ix(U1:DRAIN)	Ix(U5:VDD)	Ix(U6:VDD)	Ix(U7:VDD)	Ix(U8:VDD)	Ix(U9:VDD)
2.080000000000000e+000	1.989229e-005	-3.956179e-005	-1.989219e-005	-7.582321e-005	-1.412181e-004	-2.554811e-004
2.089999999999999e+000	2.017479e-005	-4.008804e-005	-2.017469e-005	-7.678392e-005	-1.429186e-004	-2.583865e-004
2.099999999999999e+000	2.045905e-005	-4.061708e-005	-2.045894e-005	-7.774896e-005	-1.446253e-004	-2.613002e-004
2.109999999999999e+000	2.074505e-005	-4.114891e-005	-2.074494e-005	-7.871833e-005	-1.463383e-004	-2.642221e-004
2.119999999999999e+000	2.103279e-005	-4.168350e-005	-2.103269e-005	-7.969199e-005	-1.480575e-004	-2.671522e-004
2.129999999999999e+000	2.132228e-005	-4.222085e-005	-2.132217e-005	-8.066992e-005	-1.497828e-004	-2.700902e-004
2.139999999999998e+000	2.161349e-005	-4.276094e-005	-2.161338e-005	-8.165208e-005	-1.515142e-004	-2.730361e-004
2.149999999999998e+000	2.190643e-005	-4.330376e-005	-2.190632e-005	-8.263843e-005	-1.532516e-004	-2.759899e-004
2.159999999999998e+000	2.220109e-005	-4.384930e-005	-2.220098e-005	-8.362897e-005	-1.549950e-004	-2.789513e-004
2.169999999999998e+000	2.249747e-005	-4.439754e-005	-2.249736e-005	-8.462365e-005	-1.567443e-004	-2.819204e-004
2.179999999999998e+000	2.279555e-005	-4.494847e-005	-2.279544e-005	-8.562244e-005	-1.584994e-004	-2.848970e-004
2.189999999999997e+000	2.309534e-005	-4.550207e-005	-2.309523e-005	-8.662532e-005	-1.602603e-004	-2.878811e-004
2.199999999999997e+000	2.339683e-005	-4.605833e-005	-2.339672e-005	-8.763226e-005	-1.620270e-004	-2.908725e-004
2.209999999999997e+000	2.370002e-005	-4.661724e-005	-2.369991e-005	-8.864322e-005	-1.637994e-004	-2.938711e-004
2.219999999999997e+000	2.400489e-005	-4.717879e-005	-2.400478e-005	-8.965819e-005	-1.655774e-004	-2.968769e-004
2.229999999999996e+000	2.431145e-005	-4.774296e-005	-2.431134e-005	-9.067713e-005	-1.673610e-004	-2.998897e-004
2.239999999999996e+000	2.461969e-005	-4.830974e-005	-2.461957e-005	-9.170001e-005	-1.691501e-004	-3.029095e-004
2.249999999999996e+000	2.492959e-005	-4.887912e-005	-2.492948e-005	-9.272682e-005	-1.709446e-004	-3.059362e-004
2.259999999999996e+000	2.524117e-005	-4.945108e-005	-2.524106e-005	-9.375750e-005	-1.727447e-004	-3.089697e-004
2.269999999999996e+000	2.555441e-005	-5.002560e-005	-2.555429e-005	-9.479206e-005	-1.745500e-004	-3.120099e-004
2.279999999999995e+000	2.586930e-005	-5.060269e-005	-2.586919e-005	-9.583044e-005	-1.763607e-004	-3.150568e-004
2.289999999999995e+000	2.618585e-005	-5.118232e-005	-2.618573e-005	-9.687263e-005	-1.781767e-004	-3.181102e-004
2.299999999999995e+000	2.650404e-005	-5.176448e-005	-2.650393e-005	-9.791859e-005	-1.799979e-004	-3.211701e-004
2.309999999999995e+000	2.682387e-005	-5.234915e-005	-2.682376e-005	-9.896832e-005	-1.818242e-004	-3.242363e-004
2.319999999999995e+000	2.714534e-005	-5.293634e-005	-2.714523e-005	-1.000218e-004	-1.836557e-004	-3.273088e-004
2.329999999999994e+000	2.746844e-005	-5.352602e-005	-2.746833e-005	-1.010789e-004	-1.854923e-004	-3.303876e-004
2.339999999999994e+000	2.779317e-005	-5.411817e-005	-2.779305e-005	-1.021397e-004	-1.873339e-004	-3.334725e-004
2.349999999999994e+000	2.811951e-005	-5.471279e-005	-2.811940e-005	-1.032042e-004	-1.891804e-004	-3.365634e-004
2.359999999999994e+000	2.844747e-005	-5.530987e-005	-2.844736e-005	-1.042723e-004	-1.910319e-004	-3.396604e-004
2.369999999999993e+000	2.877704e-005	-5.590939e-005	-2.877693e-005	-1.053439e-004	-1.928883e-004	-3.427632e-004
2.379999999999993e+000	2.910821e-005	-5.651133e-005	-2.910810e-005	-1.064192e-004	-1.947494e-004	-3.458718e-004
2.389999999999993e+000	2.944099e-005	-5.711569e-005	-2.944087e-005	-1.074980e-004	-1.966154e-004	-3.489862e-004
2.399999999999993e+000	2.977535e-005	-5.772246e-005	-2.977524e-005	-1.085803e-004	-1.984861e-004	-3.521063e-004
2.409999999999993e+000	3.011131e-005	-5.833161e-005	-3.011119e-005	-1.096660e-004	-2.003616e-004	-3.552320e-004
2.419999999999992e+000	3.044885e-005	-5.894315e-005	-3.044873e-005	-1.107553e-004	-2.022416e-004	-3.583632e-004
2.429999999999992e+000	3.078796e-005	-5.955705e-005	-3.078785e-005	-1.118480e-004	-2.041263e-004	-3.614999e-004
2.439999999999992e+000	3.112865e-005	-6.017331e-005	-3.112854e-005	-1.129441e-004	-2.060155e-004	-3.646420e-004
2.449999999999992e+000	3.147091e-005	-6.079191e-005	-3.147080e-005	-1.140436e-004	-2.079092e-004	-3.677893e-004
2.459999999999992e+000	3.181474e-005	-6.141283e-005	-3.181462e-005	-1.151464e-004	-2.098074e-004	-3.709419e-004
2.469999999999991e+000	3.216011e-005	-6.203607e-005	-3.216000e-005	-1.162526e-004	-2.117101e-004	-3.740997e-004
2.479999999999991e+000	3.250704e-005	-6.266162e-005	-3.250693e-005	-1.173621e-004	-2.136171e-004	-3.772626e-004
2.489999999999991e+000	3.285552e-005	-6.328947e-005	-3.285541e-005	-1.184750e-004	-2.155285e-004	-3.804305e-004
2.499999999999991e+000	3.320554e-005	-6.391959e-005	-3.320543e-005	-1.195910e-004	-2.174441e-004	-3.836034e-004
2.509999999999991e+000	3.355710e-005	-6.455198e-005	-3.355699e-005	-1.207103e-004	-2.193640e-004	-3.867811e-004
2.519999999999990e+000	3.391019e-005	-6.518662e-005	-3.391007e-005	-1.218329e-004	-2.212881e-004	-3.899637e-004
2.529999999999990e+000	3.426481e-005	-6.582351e-005	-3.426469e-005	-1.229586e-004	-2.232164e-004	-3.931511e-004
2.539999999999990e+000	3.462094e-005	-6.646263e-005	-3.462083e-005	-1.240875e-004	-2.251488e-004	-3.963432e-004
2.549999999999990e+000	3.497860e-005	-6.710397e-005	-3.497848e-005	-1.252196e-004	-2.270853e-004	-3.995399e-004
2.559999999999989e+000	3.533776e-005	-6.774752e-005	-3.533765e-005	-1.263547e-004	-2.290259e-004	-4.027412e-004
2.569999999999989e+000	3.569843e-005	-6.839327e-005	-3.569832e-005	-1.274930e-004	-2.309705e-004	-4.059470e-004
2.579999999999989e+000	3.606061e-005	-6.904120e-005	-3.606049e-005	-1.286344e-004	-2.329190e-004	-4.091572e-004
2.589999999999989e+000	3.642428e-005	-6.969130e-005	-3.642416e-005	-1.297788e-004	-2.348714e-004	-4.123719e-004
2.599999999999989e+000	3.678944e-005	-7.034357e-005	-3.678932e-005	-1.309262e-004	-2.368278e-004	-4.155908e-004
2.609999999999988e+000	3.715608e-005	-7.099798e-005	-3.715597e-005	-1.320767e-004	-2.387880e-004	-4.188141e-004
2.619999999999988e+000	3.752421e-005	-7.165453e-005	-3.752409e-005	-1.332301e-004	-2.407520e-004	-4.220415e-004
2.629999999999988e+000	3.789381e-005	-7.231321e-005	-3.789369e-005	-1.343865e-004	-2.427198e-004	-4.252731e-004
2.639999999999988e+000	3.826488e-005	-7.297401e-005	-3.826477e-005	-1.355459e-004	-2.446913e-004	-4.285087e-004
2.649999999999988e+000	3.863742e-005	-7.363690e-005	-3.863731e-005	-1.367082e-004	-2.466665e-004	-4.317484e-004
2.659999999999987e+000	3.901142e-005	-7.430189e-005	-3.901131e-005	-1.378733e-004	-2.486453e-004	-4.349921e-004
2.669999999999987e+000	3.938687e-005	-7.496896e-005	-3.938676e-005	-1.390414e-004	-2.506278e-004	-4.382397e-004
2.679999999999987e+000	3.976378e-005	-7.563809e-005	-3.976366e-005	-1.402123e-004	-2.526139e-004	-4.414911e-004
2.689999999999987e+000	4.014213e-005	-7.630929e-005	-4.014201e-005	-1.413860e-004	-2.546035e-004	-4.447463e-004
2.699999999999986e+000	4.052192e-005	-7.698253e-005	-4.052180e-005	-1.425625e-004	-2.565966e-004	-4.480054e-004
2.709999999999986e+000	4.090314e-005	-7.765780e-005	-4.090303e-005	-1.437419e-004	-2.585932e-004	-4.512680e-004
2.719999999999986e+000	4.128580e-005	-7.833510e-005	-4.128568e-005	-1.449240e-004	-2.605933e-004	-4.545343e-004
2.729999999999986e+000	4.166988e-005	-7.901441e-005	-4.166977e-005	-1.461088e-004	-2.625967e-004	-4.578042e-004
2.739999999999986e+000	4.205538e-005	-7.969572e-005	-4.205526e-005	-1.472964e-004	-2.646035e-004	-4.610777e-004
2.749999999999985e+000	4.244230e-005	-8.037903e-005	-4.244218e-005	-1.484867e-004	-2.666137e-004	-4.643546e-004
2.759999999999985e+000	4.283062e-005	-8.106431e-005	-4.283051e-005	-1.496797e-004	-2.686271e-004	-4.676350e-004
2.769999999999985e+000	4.322036e-005	-8.175156e-005	-4.322024e-005	-1.508753e-004	-2.706438e-004	-4.709187e-004
2.779999999999985e+000	4.361149e-005	-8.244077e-005	-4.361137e-005	-1.520736e-004	-2.726637e-004	-4.742057e-004
2.789999999999985e+000	4.400401e-005	-8.313193e-005	-4.400390e-005	-1.532745e-004	-2.746869e-004	-4.774960e-004
2.799999999999984e+000	4.439793e-005	-8.382501e-005	-4.439782e-005	-1.544780e-004	-2.767132e-004	-4.807896e-004
2.809999999999984e+000	4.479323e-005	-8.452003e-005	-4.479312e-005	-1.556841e-004	-2.787426e-004	-4.840863e-004
2.819999999999984e+000	4.518992e-005	-8.521695e-005	-4.518980e-005	-1.568927e-004	-2.807751e-004	-4.873862e-004
2.829999999999984e+000	4.558797e-005	-8.591579e-005	-4.558786e-005	-1.581039e-004	-2.828107e-004	-4.906891e-004
2.839999999999983e+000	4.598740e-005	-8.661651e-005	-4.598729e-005	-1.593176e-004	-2.848493e-004	-4.939950e-004
2.849999999999983e+000	4.638820e-005	-8.731912e-005	-4.638808e-005	-1.605338e-004	-2.868909e-004	-4.973040e-004
2.859999999999983e+000	4.679035e-005	-8.802359e-005	-4.679024e-005	-1.617525e-004	-2.889354e-004	-5.006158e-004
2.869999999999983e+000	4.719386e-005	-8.872992e-005	-4.719375e-005	-1.629737e-004	-2.909829e-004	-5.039306e-004
2.879999999999983e+000	4.759873e-005	-8.943811e-005	-4.759861e-005	-1.641973e-004	-2.930333e-004	-5.072482e-004
2.889999999999982e+000	4.800493e-005	-9.014813e-005	-4.800482e-005	-1.654233e-004	-2.950866e-004	-5.105686e-004
2.899999999999982e+000	4.841248e-005	-9.085998e-005	-4.841236e-005	-1.666518e-004	-2.971427e-004	-5.138917e-004
2.909999999999982e+000	4.882136e-005	-9.157365e-005	-4.882125e-005	-1.678826e-004	-2.992016e-004	-5.172176e-004
2.919999999999982e+000	4.923158e-005	-9.228913e-005	-4.923146e-005	-1.691158e-004	-3.012633e-004	-5.205460e-004
2.929999999999982e+000	4.964312e-005	-9.300641e-005	-4.964300e-005	-1.703514e-004	-3.033277e-004	-5.238772e-004
2.939999999999981e+000	5.005598e-005	-9.372547e-005	-5.005586e-005	-1.715893e-004	-3.053949e-004	-5.272109e-004
2.949999999999981e+000	5.047016e-005	-9.444631e-005	-5.047004e-005	-1.728294e-004	-3.074647e-004	-5.305471e-004
2.959999999999981e+000	5.088565e-005	-9.516891e-005	-5.088553e-005	-1.740719e-004	-3.095372e-004	-5.338858e-004
2.969999999999981e+000	5.130244e-005	-9.589328e-005	-5.130233e-005	-1.753167e-004	-3.116124e-004	-5.372270e-004
2.979999999999980e+000	5.172054e-005	-9.661938e-005	-5.172042e-005	-1.765637e-004	-3.136901e-004	-5.405705e-004
2.989999999999980e+000	5.213993e-005	-9.734723e-005	-5.213982e-005	-1.778130e-004	-3.157704e-004	-5.439165e-004
2.999999999999980e+000	5.256062e-005	-9.807679e-005	-5.256051e-005	-1.790644e-004	-3.178532e-004	-5.472647e-004
3.009999999999980e+000	5.298259e-005	-9.880808e-005	-5.298248e-005	-1.803181e-004	-3.199385e-004	-5.506153e-004
3.019999999999980e+000	5.340585e-005	-9.954107e-005	-5.340574e-005	-1.815740e-004	-3.220263e-004	-5.539680e-004
3.029999999999979e+000	5.383038e-005	-1.002758e-004	-5.383027e-005	-1.828320e-004	-3.241166e-004	-5.573230e-004
3.039999999999979e+000	5.425619e-005	-1.010121e-004	-5.425607e-005	-1.840922e-004	-3.262093e-004	-5.606801e-004
3.049999999999979e+000	5.468326e-005	-1.017502e-004	-5.468315e-005	-1.853545e-004	-3.283044e-004	-5.640393e-004
3.059999999999979e+000	5.511160e-005	-1.024899e-004	-5.511149e-005	-1.866189e-004	-3.304019e-004	-5.674007e-004
3.069999999999979e+000	5.554119e-005	-1.032313e-004	-5.554108e-005	-1.878854e-004	-3.325017e-004	-5.707641e-004
3.079999999999978e+000	5.597204e-005	-1.039743e-004	-5.597193e-005	-1.891540e-004	-3.346039e-004	-5.741294e-004
3.089999999999978e+000	5.640414e-005	-1.047189e-004	-5.640402e-005	-1.904247e-004	-3.367083e-004	-5.774968e-004
3.099999999999978e+000	5.683748e-005	-1.054652e-004	-5.683737e-005	-1.916974e-004	-3.388149e-004	-5.808661e-004
3.109999999999978e+000	5.727206e-005	-1.062131e-004	-5.727195e-005	-1.929721e-004	-3.409239e-004	-5.842372e-004
3.119999999999978e+000	5.770787e-005	-1.069626e-004	-5.770776e-005	-1.942489e-004	-3.430350e-004	-5.876102e-004
3.129999999999977e+000	5.814492e-005	-1.077137e-004	-5.814480e-005	-1.955276e-004	-3.451483e-004	-5.909851e-004
3.139999999999977e+000	5.858318e-005	-1.084664e-004	-5.858307e-005	-1.968083e-004	-3.472638e-004	-5.943617e-004
3.149999999999977e+000	5.902267e-005	-1.092207e-004	-5.902256e-005	-1.980910e-004	-3.493814e-004	-5.977401e-004
3.159999999999977e+000	5.946337e-005	-1.099765e-004	-5.946326e-005	-1.993756e-004	-3.515010e-004	-6.011202e-004
3.169999999999976e+000	5.990529e-005	-1.107339e-004	-5.990518e-005	-2.006622e-004	-3.536228e-004	-6.045019e-004
3.179999999999976e+000	6.034841e-005	-1.114928e-004	-6.034830e-005	-2.019506e-004	-3.557467e-004	-6.078854e-004
3.189999999999976e+000	6.079273e-005	-1.122533e-004	-6.079262e-005	-2.032410e-004	-3.578725e-004	-6.112704e-004
3.199999999999976e+000	6.123825e-005	-1.130153e-004	-6.123813e-005	-2.045332e-004	-3.600004e-004	-6.146570e-004
3.209999999999976e+000	6.168496e-005	-1.137789e-004	-6.168485e-005	-2.058273e-004	-3.621303e-004	-6.180452e-004
3.219999999999975e+000	6.213285e-005	-1.145439e-004	-6.213274e-005	-2.071232e-004	-3.642621e-004	-6.214348e-004
3.229999999999975e+000	6.258193e-005	-1.153105e-004	-6.258182e-005	-2.084210e-004	-3.663958e-004	-6.248259e-004
3.239999999999975e+000	6.303219e-005	-1.160785e-004	-6.303207e-005	-2.097206e-004	-3.685314e-004	-6.282185e-004
3.249999999999975e+000	6.348361e-005	-1.168481e-004	-6.348350e-005	-2.110220e-004	-3.706690e-004	-6.316125e-004
3.259999999999975e+000	6.393621e-005	-1.176191e-004	-6.393610e-005	-2.123252e-004	-3.728084e-004	-6.350078e-004
3.269999999999974e+000	6.438997e-005	-1.183916e-004	-6.438986e-005	-2.136301e-004	-3.749496e-004	-6.384045e-004
3.279999999999974e+000	6.484489e-005	-1.191655e-004	-6.484478e-005	-2.149368e-004	-3.770926e-004	-6.418026e-004
3.289999999999974e+000	6.530096e-005	-1.199409e-004	-6.530085e-005	-2.162452e-004	-3.792374e-004	-6.452018e-004
3.299999999999974e+000	6.575818e-005	-1.207177e-004	-6.575807e-005	-2.175554e-004	-3.813840e-004	-6.486024e-004
3.309999999999973e+000	6.621655e-005	-1.214959e-004	-6.621645e-005	-2.188672e-004	-3.835323e-004	-6.520042e-004
3.319999999999973e+000	6.667606e-005	-1.222756e-004	-6.667595e-005	-2.201808e-004	-3.856824e-004	-6.554071e-004
3.329999999999973e+000	6.713671e-005	-1.230567e-004	-6.713660e-005	-2.214960e-004	-3.878341e-004	-6.588113e-004
3.339999999999973e+000	6.759848e-005	-1.238392e-004	-6.759838e-005	-2.228128e-004	-3.899875e-004	-6.622166e-004
3.349999999999973e+000	6.806138e-005	-1.246231e-004	-6.806127e-005	-2.241314e-004	-3.921426e-004	-6.656229e-004
3.359999999999972e+000	6.852541e-005	-1.254083e-004	-6.852530e-005	-2.254515e-004	-3.942993e-004	-6.690304e-004
3.369999999999972e+000	6.899055e-005	-1.261950e-004	-6.899044e-005	-2.267733e-004	-3.964576e-004	-6.724389e-004
3.379999999999972e+000	6.945680e-005	-1.269830e-004	-6.945669e-005	-2.280967e-004	-3.986175e-004	-6.758484e-004
3.389999999999972e+000	6.992416e-005	-1.277724e-004	-6.992406e-005	-2.294216e-004	-4.007790e-004	-6.792589e-004
3.399999999999972e+000	7.039263e-005	-1.285631e-004	-7.039252e-005	-2.307482e-004	-4.029420e-004	-6.826703e-004
3.409999999999971e+000	7.086220e-005	-1.293552e-004	-7.086209e-005	-2.320763e-004	-4.051065e-004	-6.860827e-004
3.419999999999971e+000	7.133286e-005	-1.301486e-004	-7.133275e-005	-2.334059e-004	-4.072725e-004	-6.894960e-004
3.429999999999971e+000	7.180461e-005	-1.309433e-004	-7.180450e-005	-2.347371e-004	-4.094400e-004	-6.929102e-004
3.439999999999971e+000	7.227744e-005	-1.317394e-004	-7.227733e-005	-2.360698e-004	-4.116090e-004	-6.963252e-004
3.449999999999970e+000	7.275135e-005	-1.325367e-004	-7.275125e-005	-2.374039e-004	-4.137794e-004	-6.997410e-004
3.459999999999970e+000	7.322634e-005	-1.333354e-004	-7.322623e-005	-2.387396e-004	-4.159512e-004	-7.031576e-004
3.469999999999970e+000	7.370241e-005	-1.341353e-004	-7.370230e-005	-2.400768e-004	-4.181244e-004	-7.065751e-004
3.479999999999970e+000	7.417954e-005	-1.349365e-004	-7.417944e-005	-2.414154e-004	-4.202990e-004	-7.099932e-004
3.489999999999970e+000	7.465774e-005	-1.357390e-004	-7.465763e-005	-2.427554e-004	-4.224749e-004	-7.134121e-004
3.499999999999969e+000	7.513699e-005	-1.365428e-004	-7.513688e-005	-2.440969e-004	-4.246522e-004	-7.168316e-004
3.509999999999969e+000	7.561730e-005	-1.373478e-004	-7.561719e-005	-2.454398e-004	-4.268308e-004	-7.202518e-004
3.519999999999969e+000	7.609865e-005	-1.381541e-004	-7.609854e-005	-2.467841e-004	-4.290107e-004	-7.236727e-004
3.529999999999969e+000	7.658105e-005	-1.389616e-004	-7.658095e-005	-2.481298e-004	-4.311918e-004	-7.270942e-004
3.539999999999969e+000	7.706450e-005	-1.397703e-004	-7.706439e-005	-2.494768e-004	-4.333743e-004	-7.305162e-004
3.549999999999968e+000	7.754898e-005	-1.405803e-004	-7.754887e-005	-2.508253e-004	-4.355579e-004	-7.339389e-004
3.559999999999968e+000	7.803449e-005	-1.413915e-004	-7.803438e-005	-2.521751e-004	-4.377428e-004	-7.373621e-004
3.569999999999968e+000	7.852102e-005	-1.422039e-004	-7.852091e-005	-2.535262e-004	-4.399289e-004	-7.407857e-004
3.579999999999968e+000	7.900858e-005	-1.430175e-004	-7.900847e-005	-2.548786e-004	-4.421161e-004	-7.442100e-004
3.589999999999967e+000	7.949716e-005	-1.438323e-004	-7.949705e-005	-2.562324e-004	-4.443045e-004	-7.476346e-004
3.599999999999967e+000	7.998676e-005	-1.446482e-004	-7.998665e-005	-2.575874e-004	-4.464941e-004	-7.510597e-004
3.609999999999967e+000	8.047736e-005	-1.454654e-004	-8.047725e-005	-2.589438e-004	-4.486848e-004	-7.544853e-004
3.619999999999967e+000	8.096897e-005	-1.462837e-004	-8.096886e-005	-2.603014e-004	-4.508765e-004	-7.579112e-004
3.629999999999967e+000	8.146157e-005	-1.471032e-004	-8.146147e-005	-2.616602e-004	-4.530694e-004	-7.613375e-004
3.639999999999966e+000	8.195518e-005	-1.479238e-004	-8.195507e-005	-2.630203e-004	-4.552634e-004	-7.647642e-004
3.649999999999966e+000	8.244978e-005	-1.487456e-004	-8.244967e-005	-2.643817e-004	-4.574584e-004	-7.681912e-004
3.659999999999966e+000	8.294536e-005	-1.495685e-004	-8.294525e-005	-2.657443e-004	-4.596544e-004	-7.716185e-004
3.669999999999966e+000	8.344193e-005	-1.503925e-004	-8.344182e-005	-2.671080e-004	-4.618514e-004	-7.750461e-004
3.679999999999966e+000	8.393948e-005	-1.512177e-004	-8.393938e-005	-2.684730e-004	-4.640495e-004	-7.784740e-004
3.689999999999965e+000	8.443800e-005	-1.520439e-004	-8.443790e-005	-2.698392e-004	-4.662485e-004	-7.819021e-004
3.699999999999965e+000	8.493750e-005	-1.528713e-004	-8.493739e-005	-2.712065e-004	-4.684485e-004	-7.853305e-004
3.709999999999965e+000	8.543796e-005	-1.536997e-004	-8.543785e-005	-2.725750e-004	-4.706494e-004	-7.887590e-004
3.719999999999965e+000	8.593938e-005	-1.545293e-004	-8.593927e-005	-2.739446e-004	-4.728512e-004	-7.921878e-004
3.729999999999965e+000	8.644176e-005	-1.553599e-004	-8.644166e-005	-2.753154e-004	-4.750540e-004	-7.956167e-004
3.739999999999964e+000	8.694510e-005	-1.561916e-004	-8.694499e-005	-2.766873e-004	-4.772577e-004	-7.990457e-004
3.749999999999964e+000	8.744938e-005	-1.570244e-004	-8.744928e-005	-2.780603e-004	-4.794622e-004	-8.024749e-004
3.759999999999964e+000	8.795461e-005	-1.578583e-004	-8.795450e-005	-2.794343e-004	-4.816676e-004	-8.059042e-004
3.769999999999964e+000	8.846077e-005	-1.586931e-004	-8.846067e-005	-2.808095e-004	-4.838738e-004	-8.093335e-004
3.779999999999963e+000	8.896788e-005	-1.595291e-004	-8.896778e-005	-2.821858e-004	-4.860809e-004	-8.127629e-004
3.789999999999963e+000	8.947592e-005	-1.603660e-004	-8.947581e-005	-2.835631e-004	-4.882888e-004	-8.161923e-004
3.799999999999963e+000	8.998488e-005	-1.612040e-004	-8.998478e-005	-2.849415e-004	-4.904974e-004	-8.196218e-004
3.809999999999963e+000	9.049477e-005	-1.620430e-004	-9.049467e-005	-2.863209e-004	-4.927069e-004	-8.230513e-004
3.819999999999963e+000	9.100558e-005	-1.628831e-004	-9.100548e-005	-2.877013e-004	-4.949171e-004	-8.264807e-004
3.829999999999962e+000	9.151731e-005	-1.637241e-004	-9.151721e-005	-2.890828e-004	-4.971281e-004	-8.299101e-004
3.839999999999962e+000	9.202994e-005	-1.645662e-004	-9.202984e-005	-2.904652e-004	-4.993397e-004	-8.333395e-004
3.849999999999962e+000	9.254349e-005	-1.654092e-004	-9.254339e-005	-2.918487e-004	-5.015521e-004	-8.367688e-004
3.859999999999962e+000	9.305793e-005	-1.662532e-004	-9.305783e-005	-2.932331e-004	-5.037652e-004	-8.401980e-004
3.869999999999962e+000	9.357328e-005	-1.670982e-004	-9.357317e-005	-2.946185e-004	-5.059790e-004	-8.436271e-004
3.879999999999961e+000	9.408952e-005	-1.679441e-004	-9.408942e-005	-2.960048e-004	-5.081935e-004	-8.470560e-004
3.889999999999961e+000	9.460665e-005	-1.687911e-004	-9.460655e-005	-2.973921e-004	-5.104085e-004	-8.504848e-004
3.899999999999961e+000	9.512467e-005	-1.696389e-004	-9.512457e-005	-2.987804e-004	-5.126243e-004	-8.539135e-004
3.909999999999961e+000	9.564357e-005	-1.704878e-004	-9.564347e-005	-3.001695e-004	-5.148406e-004	-8.573420e-004
3.919999999999960e+000	9.616334e-005	-1.713375e-004	-9.616324e-005	-3.015596e-004	-5.170576e-004	-8.607702e-004
3.929999999999960e+000	9.668399e-005	-1.721882e-004	-9.668389e-005	-3.029506e-004	-5.192752e-004	-8.641983e-004
3.939999999999960e+000	9.720552e-005	-1.730399e-004	-9.720542e-005	-3.043425e-004	-5.214933e-004	-8.676261e-004
3.949999999999960e+000	9.772791e-005	-1.738924e-004	-9.772780e-005	-3.057352e-004	-5.237120e-004	-8.710537e-004
3.959999999999960e+000	9.825116e-005	-1.747459e-004	-9.825105e-005	-3.071289e-004	-5.259312e-004	-8.744810e-004
3.969999999999959e+000	9.877526e-005	-1.756002e-004	-9.877516e-005	-3.085234e-004	-5.281511e-004	-8.779080e-004
3.979999999999959e+000	9.930022e-005	-1.764555e-004	-9.930012e-005	-3.099187e-004	-5.303714e-004	-8.813347e-004
3.989999999999959e+000	9.982604e-005	-1.773116e-004	-9.982593e-005	-3.113149e-004	-5.325922e-004	-8.847611e-004
3.999999999999959e+000	1.003527e-004	-1.781687e-004	-1.003526e-004	-3.127119e-004	-5.348134e-004	-8.881872e-004
4.009999999999959e+000	1.008802e-004	-1.790266e-004	-1.008801e-004	-3.141097e-004	-5.370352e-004	-8.916129e-004
4.019999999999959e+000	1.014085e-004	-1.798854e-004	-1.014084e-004	-3.155083e-004	-5.392575e-004	-8.950382e-004
4.029999999999959e+000	1.019377e-004	-1.807451e-004	-1.019376e-004	-3.169078e-004	-5.414801e-004	-8.984632e-004
4.039999999999958e+000	1.024677e-004	-1.816056e-004	-1.024676e-004	-3.183080e-004	-5.437033e-004	-9.018878e-004
4.049999999999958e+000	1.029985e-004	-1.824669e-004	-1.029984e-004	-3.197090e-004	-5.459268e-004	-9.053120e-004
4.059999999999958e+000	1.035302e-004	-1.833291e-004	-1.035301e-004	-3.211107e-004	-5.481507e-004	-9.087357e-004
4.069999999999958e+000	1.040627e-004	-1.841922e-004	-1.040626e-004	-3.225132e-004	-5.503751e-004	-9.121590e-004
4.079999999999957e+000	1.045959e-004	-1.850561e-004	-1.045958e-004	-3.239165e-004	-5.525998e-004	-9.155818e-004
4.089999999999957e+000	1.051300e-004	-1.859208e-004	-1.051299e-004	-3.253205e-004	-5.548249e-004	-9.190041e-004
4.099999999999957e+000	1.056649e-004	-1.867863e-004	-1.056648e-004	-3.267252e-004	-5.570503e-004	-9.224261e-004
4.109999999999957e+000	1.062006e-004	-1.876526e-004	-1.062005e-004	-3.281306e-004	-5.592761e-004	-9.258474e-004
4.119999999999957e+000	1.067371e-004	-1.885198e-004	-1.067370e-004	-3.295367e-004	-5.615022e-004	-9.292683e-004
4.129999999999956e+000	1.072744e-004	-1.893877e-004	-1.072743e-004	-3.309436e-004	-5.637287e-004	-9.326885e-004
4.139999999999956e+000	1.078125e-004	-1.902564e-004	-1.078124e-004	-3.323511e-004	-5.659554e-004	-9.361084e-004
4.149999999999956e+000	1.083514e-004	-1.911259e-004	-1.083513e-004	-3.337593e-004	-5.681824e-004	-9.395275e-004
4.159999999999956e+000	1.088910e-004	-1.919962e-004	-1.088909e-004	-3.351681e-004	-5.704097e-004	-9.429462e-004
4.169999999999956e+000	1.094315e-004	-1.928673e-004	-1.094314e-004	-3.365777e-004	-5.726373e-004	-9.463642e-004
4.179999999999955e+000	1.099727e-004	-1.937391e-004	-1.099726e-004	-3.379878e-004	-5.748651e-004	-9.497816e-004
4.189999999999955e+000	1.105146e-004	-1.946117e-004	-1.105145e-004	-3.393986e-004	-5.770931e-004	-9.531985e-004
4.199999999999955e+000	1.110574e-004	-1.954850e-004	-1.110573e-004	-3.408100e-004	-5.793214e-004	-9.566147e-004
4.209999999999955e+000	1.116009e-004	-1.963591e-004	-1.116008e-004	-3.422221e-004	-5.815499e-004	-9.600302e-004
4.219999999999955e+000	1.121452e-004	-1.972339e-004	-1.121451e-004	-3.436347e-004	-5.837785e-004	-9.634451e-004
4.229999999999954e+000	1.126902e-004	-1.981095e-004	-1.126901e-004	-3.450480e-004	-5.860074e-004	-9.668593e-004
4.239999999999954e+000	1.132360e-004	-1.989858e-004	-1.132359e-004	-3.464618e-004	-5.882365e-004	-9.702729e-004
